O95613,C_D,Full_seq,kappa,0.130361305318785
O95613,C_D,Full_seq,kappa_ss,0.154487223862575
O95613,C_D,Full_seq,yr,7.79376498800959
O95613,C_D,Full_seq,ncpr,-0.0392219533484598
O95613,C_D,Full_seq,aggrescan,-0.306
O95613,C_D,Full_seq,anchor,0.506968225419665
O95613,C_D,Full_seq,cars,0.0266988521480941
O95613,C_D,IDRs,kappa,NA
O95613,C_D,IDRs,kappa_ss,NA
O95613,C_D,IDRs,yr,NA
O95613,C_D,IDRs,ncpr,NA
O95613,C_D,IDRs,aggrescan,NA
O95613,C_D,IDRs,anchor,NA
O95613,C_D,IDRs,cars,NA
O95613,C_D,PrLDs,kappa,NA
O95613,C_D,PrLDs,kappa_ss,NA
O95613,C_D,PrLDs,yr,NA
O95613,C_D,PrLDs,ncpr,NA
O95613,C_D,PrLDs,aggrescan,NA
O95613,C_D,PrLDs,anchor,NA
O95613,C_D,PrLDs,cars,NA
P08047,C_D,Full_seq,kappa,0.210067782788826
P08047,C_D,Full_seq,kappa_ss,0.290434432960524
P08047,C_D,Full_seq,yr,3.56687898089172
P08047,C_D,Full_seq,ncpr,0.000520134789784147
P08047,C_D,Full_seq,aggrescan,-0.188
P08047,C_D,Full_seq,anchor,0.475163949044585
P08047,C_D,Full_seq,cars,0.115055843764862
P08047,C_D,IDRs,kappa,0.235648638149286
P08047,C_D,IDRs,kappa_ss,0.258773064288903
P08047,C_D,IDRs,yr,3.88039361438533
P08047,C_D,IDRs,ncpr,-0.04516435037644
P08047,C_D,IDRs,aggrescan,-0.211
P08047,C_D,IDRs,anchor,0.500584508955435
P08047,C_D,IDRs,cars,0.696042980913048
P08047,C_D,PrLDs,kappa,0.217840088873311
P08047,C_D,PrLDs,kappa_ss,0.267397451586432
P08047,C_D,PrLDs,yr,2.23463687150838
P08047,C_D,PrLDs,ncpr,-0.0055597437058965
P08047,C_D,PrLDs,aggrescan,-0.14
P08047,C_D,PrLDs,anchor,0.418594972067039
P08047,C_D,PrLDs,cars,0.254749851184709
P06493,C_D,Full_seq,kappa,0.19604900745728
P06493,C_D,Full_seq,kappa_ss,0.161575025501131
P06493,C_D,Full_seq,yr,9.76430976430977
P06493,C_D,Full_seq,ncpr,0.00929487425485032
P06493,C_D,Full_seq,aggrescan,0.022
P06493,C_D,Full_seq,anchor,0.239323569023569
P06493,C_D,Full_seq,cars,0.300236931227521
P06493,C_D,IDRs,kappa,NA
P06493,C_D,IDRs,kappa_ss,NA
P06493,C_D,IDRs,yr,NA
P06493,C_D,IDRs,ncpr,NA
P06493,C_D,IDRs,aggrescan,NA
P06493,C_D,IDRs,anchor,NA
P06493,C_D,IDRs,cars,NA
P06493,C_D,PrLDs,kappa,NA
P06493,C_D,PrLDs,kappa_ss,NA
P06493,C_D,PrLDs,yr,NA
P06493,C_D,PrLDs,ncpr,NA
P06493,C_D,PrLDs,aggrescan,NA
P06493,C_D,PrLDs,anchor,NA
P06493,C_D,PrLDs,cars,NA
P84022,C_D,Full_seq,kappa,0.199249952454175
P84022,C_D,Full_seq,kappa_ss,0.171763798081122
P84022,C_D,Full_seq,yr,8.23529411764706
P84022,C_D,Full_seq,ncpr,-0.00137485362437332
P84022,C_D,Full_seq,aggrescan,-0.066
P84022,C_D,Full_seq,anchor,0.353914352941176
P84022,C_D,Full_seq,cars,0.211517779816115
P84022,C_D,IDRs,kappa,-0.315334773218142
P84022,C_D,IDRs,kappa_ss,0.704382757570009
P84022,C_D,IDRs,yr,3.84615384615385
P84022,C_D,IDRs,ncpr,0.00356465009056348
P84022,C_D,IDRs,aggrescan,0.235
P84022,C_D,IDRs,anchor,NA
P84022,C_D,IDRs,cars,NA
P84022,C_D,PrLDs,kappa,NA
P84022,C_D,PrLDs,kappa_ss,NA
P84022,C_D,PrLDs,yr,NA
P84022,C_D,PrLDs,ncpr,NA
P84022,C_D,PrLDs,aggrescan,NA
P84022,C_D,PrLDs,anchor,NA
P84022,C_D,PrLDs,cars,NA
Q5SU73,C_D,Full_seq,kappa,0.248441655184918
Q5SU73,C_D,Full_seq,kappa_ss,0.193690632109345
Q5SU73,C_D,Full_seq,yr,7.89473684210526
Q5SU73,C_D,Full_seq,ncpr,0.0238981207191366
Q5SU73,C_D,Full_seq,aggrescan,-0.223
Q5SU73,C_D,Full_seq,anchor,0.454994561403509
Q5SU73,C_D,Full_seq,cars,0.158444149285714
Q5SU73,C_D,IDRs,kappa,0.23234646546952
Q5SU73,C_D,IDRs,kappa_ss,0.283218972766188
Q5SU73,C_D,IDRs,yr,7.1523304281925
Q5SU73,C_D,IDRs,ncpr,-0.041098758618482
Q5SU73,C_D,IDRs,aggrescan,-0.366
Q5SU73,C_D,IDRs,anchor,0.551541114058355
Q5SU73,C_D,IDRs,cars,0.231541034482759
Q5SU73,C_D,PrLDs,kappa,NA
Q5SU73,C_D,PrLDs,kappa_ss,NA
Q5SU73,C_D,PrLDs,yr,NA
Q5SU73,C_D,PrLDs,ncpr,NA
Q5SU73,C_D,PrLDs,aggrescan,NA
Q5SU73,C_D,PrLDs,anchor,NA
Q5SU73,C_D,PrLDs,cars,NA
Q96MU7,C_D,Full_seq,kappa,0.252230437215834
